id,dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,attack_cat,label
7152,0.000009,skip,-,INT,2,0,200,0,111111.1072,254,0,88888888,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,100,0,0,0,6,2,2,2,2,6,0,0,0,2,6,0,Exploits,1
7153,0.000003,iso-ip,-,INT,2,0,200,0,333333.3215,254,0,266666656,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,100,0,0,0,3,2,2,2,2,4,0,0,0,19,3,0,DoS,1
7154,0.000003,ptp,-,INT,2,0,200,0,333333.3215,254,0,266666656,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,100,0,0,0,4,2,2,2,2,4,0,0,0,11,4,0,Exploits,1
7155,0.000008,tlsp,-,INT,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,6,2,2,2,2,6,0,0,0,2,6,0,Analysis,1
7156,0.000005,wb-expak,-,INT,2,0,200,0,200000.0051,254,0,160000000,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,100,0,0,0,3,2,2,2,2,4,0,0,0,19,3,0,DoS,1
7157,0.000008,tlsp,-,INT,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,6,2,2,2,2,6,0,0,0,2,6,0,DoS,1
7158,0.808207,tcp,http,FIN,10,10,772,3516,23.50883,62,252,6879.425781,31328.60938,2,3,89.800778,72.027667,4344.863093,4945.072164,255,734919101,94441465,255,0.184977,0.124941,0.060036,77,352,1,1313,1,1,1,1,1,1,0,0,1,1,1,0,Exploits,1
7159,0.000005,wb-expak,-,INT,2,0,200,0,200000.0051,254,0,160000000,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,100,0,0,0,3,2,2,2,2,4,0,0,0,19,3,0,DoS,1
7160,0.000008,tlsp,-,INT,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,6,2,2,2,2,6,0,0,0,2,6,0,DoS,1
7161,0.441351,tcp,http,FIN,12,6,3700,268,38.518096,254,252,61483.94531,4060.260498,3,1,40.122817,75.555797,2223.984085,127.037398,255,388243056,3956163402,255,0.114613,0.062789,0.051824,308,45,1,0,1,1,1,1,1,1,0,0,1,2,1,0,Exploits,1
7162,0.000003,crtp,-,INT,2,0,200,0,333333.3215,254,0,266666656,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,100,0,0,0,4,2,2,2,2,4,0,0,0,2,4,0,DoS,1
7163,0.000005,wb-expak,-,INT,2,0,200,0,200000.0051,254,0,160000000,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,100,0,0,0,3,2,2,2,2,4,0,0,0,19,3,0,Exploits,1
7164,0.000008,any,-,INT,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,6,2,2,2,2,6,0,0,0,2,6,0,Reconnaissance,1
7165,0.000003,crtp,-,INT,2,0,200,0,333333.3215,254,0,266666656,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,100,0,0,0,4,2,2,2,2,4,0,0,0,2,4,0,Exploits,1
7166,0.000008,any,-,INT,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,6,2,2,2,2,6,0,0,0,2,6,0,DoS,1
7167,0.244119,tcp,http,FIN,10,8,864,1216,69.638167,62,252,25495.76172,34868.23828,2,2,27.124333,21.837143,1335.892566,33.577824,255,2694887330,4090387859,255,0.073485,0.051496,0.021989,86,152,1,188,1,1,1,1,1,1,0,0,1,1,1,0,DoS,1
7168,0.000003,crtp,-,INT,2,0,200,0,333333.3215,254,0,266666656,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,100,0,0,0,4,2,2,2,2,4,0,0,0,2,4,0,Exploits,1
7169,0.000008,vmtp,-,INT,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,3,2,2,1,1,4,0,0,0,2,3,0,DoS,1
7170,0.000008,any,-,INT,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,6,2,2,2,2,6,0,0,0,2,6,0,DoS,1
7171,0.000003,crudp,-,INT,2,0,200,0,333333.3215,254,0,266666656,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,100,0,0,0,4,2,2,2,2,4,0,0,0,2,4,0,Exploits,1
7172,0.000008,any,-,INT,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,6,2,2,2,2,6,0,0,0,2,6,0,Exploits,1
7173,0.00001,udp,-,INT,2,0,168,0,100000.0025,254,0,67200000,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,84,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
7174,0.000008,vmtp,-,INT,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,3,2,2,1,1,4,0,0,0,2,3,0,Exploits,1
7175,0.000009,any,-,INT,2,0,200,0,111111.1072,254,0,88888888,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,100,0,0,0,6,2,2,2,2,6,0,0,0,2,6,0,Reconnaissance,1
7176,0.000008,sccopmce,-,INT,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,4,2,1,1,1,4,0,0,0,3,4,0,Reconnaissance,1
7177,0.000009,any,-,INT,2,0,200,0,111111.1072,254,0,88888888,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,100,0,0,0,6,2,2,2,2,6,0,0,0,2,6,0,DoS,1
7178,0.000008,vmtp,-,INT,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,3,2,2,1,1,4,0,0,0,2,3,0,Exploits,1
7179,0.000008,sccopmce,-,INT,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,4,2,1,1,1,4,0,0,0,3,4,0,DoS,1
7180,0.000009,any,-,INT,2,0,200,0,111111.1072,254,0,88888888,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,100,0,0,0,6,2,2,2,2,6,0,0,0,2,6,0,DoS,1
7181,0.000008,sccopmce,-,INT,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,4,2,1,1,1,4,0,0,0,3,4,0,Exploits,1
7182,0.000008,vmtp,-,INT,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,3,2,2,1,1,4,0,0,0,2,3,0,Exploits,1
7183,0.000008,sat-expak,-,INT,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,6,2,2,2,2,6,0,0,0,2,6,0,DoS,1
7184,0.000008,secure-vmtp,-,INT,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,4,2,1,1,1,4,0,0,0,1,4,0,DoS,1
7185,0.000008,sccopmce,-,INT,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,4,2,1,1,1,4,0,0,0,3,4,0,Exploits,1
7186,0.000008,secure-vmtp,-,INT,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,4,2,1,1,1,4,0,0,0,1,4,0,Exploits,1
7187,0.000008,udp,-,INT,2,0,168,0,125000.0003,254,0,84000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,84,0,0,0,4,2,1,1,1,1,0,0,0,2,1,0,Reconnaissance,1
7188,0.000005,iplt,-,INT,2,0,200,0,200000.0051,254,0,160000000,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,100,0,0,0,4,2,2,1,1,4,0,0,0,15,4,0,Analysis,1
7189,0.000008,secure-vmtp,-,INT,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,4,2,1,1,1,4,0,0,0,1,4,0,Exploits,1
7190,0.766942,tcp,http,FIN,10,8,842,1108,22.165952,62,252,7906.725586,10118.10547,2,2,85.215778,95.041711,5140.102732,140.462953,255,2810212393,2887363474,255,0.197218,0.100662,0.096556,84,139,1,120,1,1,2,1,1,1,0,0,1,1,1,0,Exploits,1
7191,1.01293,tcp,-,FIN,10,6,564,268,14.808525,254,252,4012.123047,1769.125122,2,1,112.446,194.04,6698.451824,342.465969,255,3939747300,184907906,255,0.231479,0.042721,0.188758,56,45,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
7192,0.000003,ippc,-,INT,2,0,200,0,333333.3215,254,0,266666656,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,100,0,0,0,6,2,4,3,3,6,0,0,0,13,6,0,Fuzzers,1
7193,0.000005,iplt,-,INT,2,0,200,0,200000.0051,254,0,160000000,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,100,0,0,0,4,2,2,1,1,4,0,0,0,15,4,0,DoS,1
7194,0.000008,secure-vmtp,-,INT,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,4,2,1,1,1,4,0,0,0,1,4,0,Exploits,1
7195,0.754736,tcp,-,FIN,10,6,1474,268,19.874499,254,252,14065.8457,2374.340088,2,1,83.845,108.957203,4342.881543,180.357344,255,2473013992,1817742142,255,0.288102,0.209941,0.078161,147,45,0,0,1,1,1,1,1,1,0,0,0,2,1,0,Exploits,1
7196,0.000003,ippc,-,INT,2,0,200,0,333333.3215,254,0,266666656,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,100,0,0,0,6,2,4,3,3,6,0,0,0,13,6,0,Exploits,1
7197,0.000008,secure-vmtp,-,INT,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,4,2,1,1,1,4,0,0,0,1,4,0,Exploits,1
7198,0.000009,kryptolan,-,INT,2,0,200,0,111111.1072,254,0,88888888,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,100,0,0,0,6,2,4,3,3,6,0,0,0,13,6,0,DoS,1
7199,0.602898,tcp,-,FIN,10,8,534,354,28.197141,254,252,6382.505859,4113.465332,2,1,66.988667,71.062141,3601.186033,144.717594,255,3597640125,1049308440,255,0.150696,0.080744,0.069952,53,44,0,0,8,1,2,2,1,5,0,0,0,3,5,0,Fuzzers,1
7200,0.000006,vines,-,INT,2,0,200,0,166666.6608,254,0,133333328,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,100,0,0,0,4,2,2,2,2,4,0,0,0,11,4,0,DoS,1
7201,0.000008,unas,-,INT,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,8,2,5,4,4,8,0,0,0,13,8,0,Exploits,1
7202,0.000006,vines,-,INT,2,0,200,0,166666.6608,254,0,133333328,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,100,0,0,0,4,2,2,2,2,4,0,0,0,11,4,0,Exploits,1
7203,0.000003,unas,-,INT,2,0,200,0,333333.3215,254,0,266666656,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,100,0,0,0,8,2,5,4,4,8,0,0,0,13,8,0,Fuzzers,1
7204,0.000006,vines,-,INT,2,0,200,0,166666.6608,254,0,133333328,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,100,0,0,0,4,2,2,2,2,4,0,0,0,11,4,0,Exploits,1
7205,0.559448,tcp,-,FIN,10,6,534,268,26.812143,254,252,6878.208496,3203.157471,2,1,57.790111,95.738602,2976.474664,152.484375,255,2097600016,3223565369,255,0.152709,0.080754,0.071955,53,45,0,0,8,1,1,1,1,5,0,0,0,2,5,0,Fuzzers,1
7206,0.738278,tcp,http,FIN,10,12,740,6018,28.444571,62,252,7216.793945,59782.35938,2,3,82.030889,59.761912,5030.676897,3976.847912,255,3894265625,174283426,255,0.142582,0.080275,0.062307,74,502,1,2515,1,1,1,1,1,1,0,0,1,1,1,0,Exploits,1
7207,0.000006,vines,-,INT,2,0,200,0,166666.6608,254,0,133333328,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,100,0,0,0,4,2,2,2,2,4,0,0,0,11,4,0,Exploits,1
7208,0.328449,tcp,http,FIN,10,6,1296,268,45.669189,254,252,28424.50391,5455.945801,2,1,34.029222,56.455,1681.684053,78.133281,255,1738862795,734401623,255,0.095843,0.046171,0.049672,130,45,1,0,1,1,5,1,1,1,0,0,1,1,1,0,Worms,1
7209,0.000005,iplt,-,INT,2,0,200,0,200000.0051,254,0,160000000,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,100,0,0,0,4,2,2,1,1,4,0,0,0,15,4,0,DoS,1
7210,0.000009,udp,-,INT,2,0,168,0,111111.1072,254,0,74666664,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,84,0,0,0,5,2,1,1,1,1,0,0,0,3,1,0,Reconnaissance,1
7211,0.290909,tcp,http,FIN,10,8,832,962,58.43752,62,252,20597.50781,23155.00781,2,2,32.323222,35.95043,1592.770505,47.527051,255,866314972,1450465514,255,0.096,0.038551,0.057449,83,120,1,54,1,1,1,1,1,1,0,0,1,16,1,0,DoS,1
7212,0.000009,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,100,0,0,0,8,2,4,4,4,8,0,0,0,13,8,0,DoS,1
7213,0.48778,tcp,-,FIN,10,6,1554,268,30.751568,254,252,22944.76953,3673.787354,2,1,49.246889,83.164203,2698.846968,123.178156,255,786168376,1615329154,255,0.145863,0.07195,0.073913,155,45,0,0,1,1,1,1,1,1,0,0,0,10,1,0,Exploits,1
7214,0.000003,nsfnet-igp,-,INT,2,0,200,0,333333.3215,254,0,266666656,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,100,0,0,0,4,2,2,1,1,4,0,0,0,2,4,0,DoS,1
7215,0.000009,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,100,0,0,0,8,2,4,4,4,8,0,0,0,13,8,0,DoS,1
7216,0.000003,nsfnet-igp,-,INT,2,0,200,0,333333.3215,254,0,266666656,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,100,0,0,0,4,2,2,1,1,4,0,0,0,2,4,0,Exploits,1
7217,0.000009,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,100,0,0,0,8,2,4,4,4,8,0,0,0,13,8,0,DoS,1
7218,0.000003,tcf,-,INT,2,0,200,0,333333.3215,254,0,266666656,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,100,0,0,0,5,2,2,2,2,5,0,0,0,2,5,0,Analysis,1
7219,0.938547,tcp,-,FIN,10,8,564,354,18.113104,254,252,4330.097168,2642.382324,2,1,99.998333,125.48257,6971.715825,175.274812,255,1154908593,2575086030,255,0.12514,0.060161,0.064979,56,44,0,0,11,1,1,1,1,2,0,0,0,4,2,0,Reconnaissance,1
7220,0.000009,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,100,0,0,0,8,2,4,4,4,8,0,0,0,13,8,0,DoS,1
7221,0.000003,tcf,-,INT,2,0,200,0,333333.3215,254,0,266666656,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,100,0,0,0,5,2,2,2,2,5,0,0,0,2,5,0,DoS,1
7222,0.000009,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,100,0,0,0,8,2,4,4,4,8,0,0,0,13,8,0,Exploits,1
7223,0.000003,tcf,-,INT,2,0,200,0,333333.3215,254,0,266666656,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,100,0,0,0,5,2,2,2,2,5,0,0,0,2,5,0,DoS,1
7224,0.000009,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,100,0,0,0,8,2,4,4,4,8,0,0,0,13,8,0,Exploits,1
7225,0.000009,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,100,0,0,0,5,2,1,1,1,5,0,0,0,10,5,0,DoS,1
7226,0.000008,ospf,-,INT,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,5,2,2,2,2,5,0,0,0,3,5,0,Analysis,1
7227,0.000009,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,100,0,0,0,8,2,4,4,4,8,0,0,0,13,8,0,Exploits,1
7228,0.000004,udp,-,INT,2,0,168,0,250000.0006,254,0,168000000,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,84,0,0,0,3,2,2,1,1,1,0,0,0,1,3,0,Reconnaissance,1
7229,0.816213,tcp,http,FIN,10,12,752,4298,25.728578,62,252,6635.522949,38617.37109,2,2,90.690333,66.557452,5456.125416,4629.757306,255,2728568385,1539568072,255,0.15085,0.083456,0.067394,75,358,1,1663,1,1,2,1,1,1,0,0,1,10,1,0,Exploits,1
7230,0.000008,ospf,-,INT,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,5,2,2,2,2,5,0,0,0,3,5,0,DoS,1
7231,0.000009,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,100,0,0,0,8,2,4,4,4,8,0,0,0,13,8,0,Exploits,1
7232,0.000008,unas,-,INT,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,5,2,2,2,2,5,0,0,0,4,5,0,Exploits,1
7233,0.000006,udp,-,INT,2,0,744,0,166666.6608,254,0,495999968,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,372,0,0,0,1,2,1,1,1,15,0,0,0,1,1,0,Shellcode,1
7234,0.477643,tcp,-,FIN,10,6,598,268,31.404207,254,252,9027.663086,3751.755859,2,1,46.211222,82.325398,2276.961252,109.031445,255,3599635921,1812280313,255,0.13085,0.066008,0.064842,60,45,0,0,4,1,2,1,1,1,0,0,0,2,1,0,Shellcode,1
7235,0.000008,ospf,-,INT,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,5,2,2,2,2,5,0,0,0,3,5,0,DoS,1
7236,0.000008,unas,-,INT,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,5,2,2,2,2,5,0,0,0,4,5,0,Exploits,1
7237,0.000008,unas,-,INT,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,8,2,4,4,4,8,0,0,0,13,8,0,DoS,1
7238,0.63063,tcp,ssl,FIN,10,8,570,1816,26.957169,62,252,6507.777832,20157.61914,2,2,70.07,72.278289,3928.556866,114.194969,255,3216961556,190252339,255,0.140217,0.091944,0.048273,57,227,0,0,1,1,9,1,1,1,0,0,0,3,1,0,Exploits,1
7239,0.000008,ospf,-,INT,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,5,2,2,2,2,5,0,0,0,3,5,0,Exploits,1
7240,0.000004,unas,-,INT,2,0,200,0,250000.0006,254,0,200000000,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,100,0,0,0,5,2,2,2,2,5,0,0,0,4,5,0,DoS,1
7241,0.292579,tcp,http,FIN,10,6,1778,268,51.268205,254,252,43776.21094,6124.841797,2,1,30.162889,48.804,1575.285236,73.212336,255,757880263,3986467310,255,0.097702,0.04855,0.049152,178,45,1,0,1,1,1,1,1,1,0,0,1,1,1,0,Exploits,1
7242,0.000008,unas,-,INT,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,8,2,4,4,4,8,0,0,0,13,8,0,Exploits,1
7243,0.000008,ospf,-,INT,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,5,2,2,2,2,5,0,0,0,3,5,0,Exploits,1
7244,0.000009,kryptolan,-,INT,2,0,200,0,111111.1072,254,0,88888888,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,100,0,0,0,6,2,4,3,3,6,0,0,0,13,6,0,DoS,1
7245,0.000008,pipe,-,INT,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,5,2,2,2,2,5,0,0,0,2,5,0,Fuzzers,1
7246,0.97878,tcp,http,FIN,10,10,804,1350,19.411922,62,252,5917.570801,9930.730469,2,2,108.753333,97.459555,5784.925252,171.010562,255,1036835206,3546971357,255,0.148017,0.100915,0.047102,80,135,1,218,1,1,1,1,1,1,0,0,1,1,1,0,Exploits,1
7247,0.000008,ospf,-,INT,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,5,2,2,2,2,5,0,0,0,3,5,0,Exploits,1
7248,0.000009,kryptolan,-,INT,2,0,200,0,111111.1072,254,0,88888888,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,100,0,0,0,6,2,4,3,3,6,0,0,0,13,6,0,Exploits,1
7249,0.000008,pipe,-,INT,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,5,2,2,2,2,5,0,0,0,2,5,0,DoS,1
7250,0.000008,ospf,-,INT,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,5,2,2,2,2,5,0,0,0,3,5,0,Exploits,1
7251,0.000009,kryptolan,-,INT,2,0,200,0,111111.1072,254,0,88888888,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,100,0,0,0,6,2,4,3,3,6,0,0,0,13,6,0,Exploits,1
7252,0.000008,pipe,-,INT,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,5,2,2,2,2,5,0,0,0,2,5,0,DoS,1
7253,0.000005,sprite-rpc,-,INT,2,0,200,0,200000.0051,254,0,160000000,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,100,0,0,0,5,2,2,2,2,5,0,0,0,3,5,0,DoS,1
7254,0.000009,kryptolan,-,INT,2,0,200,0,111111.1072,254,0,88888888,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,100,0,0,0,6,2,4,3,3,6,0,0,0,13,6,0,Exploits,1
7255,0.000008,pipe,-,INT,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,5,2,2,2,2,5,0,0,0,2,5,0,Exploits,1
7256,0.371306,tcp,http,FIN,10,6,796,268,40.397946,254,252,15448.17481,4826.208008,2,1,41.256222,58.411199,2121.334987,82.268984,255,4018418662,187090753,255,0.127864,0.078527,0.049337,80,45,1,0,1,1,8,1,1,21,0,0,1,8,2,0,Reconnaissance,1
7257,0.000005,sps,-,INT,2,0,200,0,200000.0051,254,0,160000000,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,100,0,0,0,5,2,2,2,2,5,0,0,0,2,5,0,DoS,1
7258,0.000005,sprite-rpc,-,INT,2,0,200,0,200000.0051,254,0,160000000,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,100,0,0,0,5,2,2,2,2,5,0,0,0,3,5,0,DoS,1
7259,0.000011,udp,-,INT,2,0,588,0,90909.0902,254,0,213818176,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,294,0,0,0,1,2,5,1,1,1,0,0,0,1,1,0,DoS,1
7260,0.000005,sps,-,INT,2,0,200,0,200000.0051,254,0,160000000,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,100,0,0,0,5,2,2,2,2,5,0,0,0,2,5,0,DoS,1
7261,1.175162,tcp,-,FIN,10,8,564,354,14.466091,254,252,3458.246826,2110.347412,2,1,126.332222,157.024281,7348.854613,225.848016,255,3903105283,2082334574,255,0.198129,0.075983,0.122146,56,44,0,0,2,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
7262,0.000005,sprite-rpc,-,INT,2,0,200,0,200000.0051,254,0,160000000,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,100,0,0,0,5,2,2,2,2,5,0,0,0,3,5,0,Exploits,1
7263,0.841918,tcp,-,FIN,10,10,2246,3300,22.567519,254,252,19213.27344,28221.27539,2,2,93.532111,80.910555,5504.739473,158.955688,255,3074404262,2909107318,255,0.221283,0.113713,0.10757,225,330,1,519,2,1,1,1,1,1,0,0,1,1,2,0,Exploits,1
7264,0.67097,tcp,-,FIN,10,8,564,354,25.336452,254,252,6056.902344,3696.141357,2,1,73.379333,92.93657,5665.336215,141.878453,255,1450050840,1631199350,255,0.037973,0.020411,0.017562,56,44,0,0,2,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
7265,0.743104,tcp,-,FIN,10,6,504,268,20.1856,254,252,4887.606934,2411.506348,2,1,75.181889,131.208406,4162.3113,195.085719,255,339573083,2830389924,255,0.193353,0.087053,0.1063,50,45,0,0,1,1,4,1,1,1,0,0,0,1,1,0,Exploits,1
7266,0.789732,tcp,http,FIN,10,8,526,354,21.52629,254,252,4801.628906,3140.305908,2,1,82.175667,102.106859,4740.071876,185.866656,255,398322720,3197121358,255,0.117164,0.074977,0.042187,53,44,1,0,2,1,1,1,1,2,0,0,1,1,2,0,Fuzzers,1
7267,0.000008,fc,-,INT,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,5,2,2,2,2,5,0,0,0,2,5,0,Analysis,1
7268,2.061569,tcp,-,FIN,18,20,1004,4378,17.947496,62,252,3682.63208,16143.04492,6,8,121.268765,105.934739,6318.044002,5885.967284,255,162963171,4253286445,255,0.128811,0.04844,0.080371,56,219,0,0,1,1,1,1,1,1,0,0,0,2,1,0,Exploits,1
7269,0.000005,any,-,INT,2,0,200,0,200000.0051,254,0,160000000,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,100,0,0,0,6,2,2,1,1,6,0,0,0,1,6,0,DoS,1
7270,0.000005,larp,-,INT,2,0,200,0,200000.0051,254,0,160000000,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,100,0,0,0,6,2,2,2,2,6,0,0,0,11,6,0,Exploits,1
